"SEQN","SDDSRVYR","RIDSTATR","RIAGENDR","RIDAGEYR","RIDAGEMN","RIDRETH1","RIDRETH3","RIDEXMON","RIDEXAGM","DMQMILIZ","DMQADFC","DMDBORN4","DMDCITZN","DMDYRSUS","DMDEDUC3","DMDEDUC2","DMDMARTL","RIDEXPRG","SIALANG","SIAPROXY","SIAINTRP","FIALANG","FIAPROXY","FIAINTRP","MIALANG","MIAPROXY","MIAINTRP","AIALANGA","DMDHHSIZ","DMDFMSIZ","DMDHHSZA","DMDHHSZB","DMDHHSZE","DMDHRGND","DMDHRAGE","DMDHRBR4","DMDHREDU","DMDHRMAR","DMDHSEDU","WTINT2YR","WTMEC2YR","SDMVPSU","SDMVSTRA","INDHHIN2","INDFMIN2","INDFMPIR"
78493,8,2,1,11,,3,3,2,135,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,2,46,1,5,1,4,43164.746157,43606.810848,2,107,15,15,5
78494,8,2,2,0,5,1,1,2,6,,,1,1,,,,,,1,1,2,1,2,2,,,,,6,6,1,2,1,2,36,1,2,4,,6116.262782,6043.941128,2,112,7,7,1.25
78495,8,2,2,24,,3,3,2,,2,,1,1,,,3,6,2,1,2,2,1,2,2,1,2,2,1,4,4,1,0,1,1,65,1,4,3,,52731.52969,53960.520697,2,112,6,6,1.22
78496,8,2,2,19,,1,1,1,232,2,,1,1,,15,,,,1,2,2,1,2,2,1,2,2,1,4,4,2,0,0,2,44,1,3,5,,17318.160418,17428.868765,2,111,4,4,0.81
78497,8,2,1,64,,4,4,1,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,64,1,3,1,4,8047.572832,8069.095436,1,108,8,8,3.22
78498,8,2,2,78,,3,3,1,,2,,1,1,,,2,2,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,78,1,2,2,,30776.203331,31661.28546,2,116,3,3,1.23
78499,8,2,1,23,,4,4,1,,2,,1,1,,,3,6,,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,1,23,1,3,6,,30023.167309,29746.181393,1,112,6,6,1.54
78500,8,2,1,36,,4,4,1,,2,,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,36,1,4,6,,22833.315138,24810.62839,1,108,14,6,2.61
78501,8,2,2,19,,5,7,2,229,2,,2,2,1,66,,,,1,2,1,1,2,1,1,2,1,,7,7,2,3,0,1,46,2,3,1,1,9790.962984,9592.821381,2,105,1,1,0
78502,8,2,2,1,16,1,1,1,17,,,1,1,,,,,,1,1,2,1,2,2,,,,,6,6,2,1,0,1,40,2,3,6,,9506.938154,9885.860516,2,114,5,5,0.63
78503,8,2,2,72,,5,6,1,,2,,2,1,6,,2,2,,1,2,1,1,2,1,1,2,2,,1,1,0,0,1,2,72,2,2,2,,19707.729132,22694.101597,1,117,3,3,0.87
78504,8,2,2,60,,1,1,1,,2,,1,1,,,2,5,,1,2,2,1,2,2,1,2,2,1,3,3,0,1,1,2,60,1,2,5,,8234.899235,8419.503787,1,118,5,5,1.23
78505,8,1,1,0,1,3,3,,,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,1,32,1,4,1,4,14109.424663,0,1,104,15,15,5
78506,8,2,1,57,,3,3,1,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,57,1,4,3,,30130.547243,32390.640118,1,113,2,2,0.73
78507,8,2,1,2,24,4,4,2,24,,,1,1,,,,,,1,1,2,1,2,2,,,,,2,2,1,0,0,2,26,1,4,4,,8655.148873,8822.644908,2,108,3,3,0.69
78508,8,2,1,51,,3,3,1,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,45,1,2,1,2,114436.342172,120517.205872,2,114,8,8,3.05
78509,8,2,2,13,,1,1,2,162,,,2,2,3,7,,,,2,1,2,1,2,2,,,,1,5,4,0,3,0,1,31,2,1,6,,16461.027048,15976.02267,1,109,4,3,0.42
78510,8,2,1,40,,4,4,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,1,40,1,4,1,5,33692.336927,33611.107327,2,116,14,14,4.42
78511,8,2,1,15,,4,4,2,189,,,1,1,,9,,,,1,1,2,1,2,2,1,2,2,1,4,4,1,1,0,2,38,1,4,5,,15691.604926,16283.999554,2,112,4,4,0.71
78512,8,2,1,31,,3,3,1,,2,,1,1,,,2,5,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,31,1,2,5,,116361.653188,119292.243933,1,113,3,3,0.61
78513,8,2,2,2,,3,3,2,29,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,1,0,2,32,1,3,5,,12654.682128,14069.524468,2,108,5,5,1.21
78514,8,2,1,45,,4,4,1,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,7,7,1,4,0,2,46,1,2,6,,27925.241923,28338.338604,2,115,1,1,0.07
78515,8,2,2,80,,3,3,2,,2,,1,1,,,2,2,,1,1,2,1,2,2,1,2,2,,2,2,0,0,2,2,63,1,2,5,,36777.832449,38987.918081,2,112,4,4,1.14
78516,8,2,2,1,18,3,3,2,19,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,3,0,0,1,28,1,4,1,5,15107.762237,15459.434115,2,107,6,6,1.15
78517,8,2,1,12,,3,3,2,148,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,1,6,6,0,4,0,1,31,1,4,1,2,43066.790722,45295.210905,1,114,5,5,0.63
78518,8,2,1,38,,3,3,2,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,4,4,2,0,0,1,38,1,5,1,5,85650.123162,87920.269785,1,110,15,15,5
78519,8,2,2,2,,1,1,2,34,,,1,1,,,,,,2,1,1,2,2,1,,,,,5,5,2,1,0,2,38,2,1,5,,12956.421065,13526.132378,1,106,2,2,0.29
78520,8,2,2,8,,3,3,2,108,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,37,1,5,1,5,46988.58487,51954.933892,1,110,15,15,4.67
78521,8,2,1,70,,5,6,1,,2,,2,1,6,,3,1,,1,2,1,1,2,1,1,2,1,,6,6,1,1,2,1,70,2,3,1,3,6770.568659,6908.234277,1,118,8,8,1.56
78522,8,2,2,51,,4,4,1,,2,,1,1,,,4,4,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,51,1,4,4,,20545.181159,20853.577,2,114,2,2,0.75
78523,8,2,2,60,,5,6,1,,2,,2,1,8,,4,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,63,2,4,1,4,13774.696495,13999.948929,1,118,8,8,3.18
78524,8,2,2,1,17,3,3,1,17,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,2,0,0,2,31,1,5,1,5,36084.277286,40118.638862,1,115,14,14,3.82
78525,8,2,1,11,,2,2,1,139,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,2,2,0,1,0,2,41,1,5,3,,20492.291565,20700.125014,1,111,7,7,2.78
78526,8,2,1,30,,3,3,2,,2,,2,2,3,,5,5,,1,2,2,1,2,2,1,2,2,1,4,4,0,0,0,1,23,1,4,5,,71099.153995,73811.718438,2,104,14,14,3.88
78527,8,2,2,72,,3,3,1,,2,,1,1,,,2,2,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,72,1,2,2,,31432.746709,31718.05578,2,115,4,4,1.37
78528,8,2,1,38,,3,3,2,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,38,1,4,3,,64262.69688,70316.505147,2,109,14,14,5
78529,8,2,2,19,,2,2,2,234,2,,1,1,,15,,,,1,2,2,1,2,2,1,2,2,1,7,5,0,2,0,1,49,2,2,1,1,17677.368666,17156.526244,2,107,12,10,2.33
78530,8,2,2,7,,4,4,1,88,,,1,1,,1,,,,1,1,2,1,2,2,,,,,3,3,0,2,0,2,30,2,5,3,,12986.749465,15730.258955,2,111,6,6,1.62
78531,8,2,1,60,,3,3,1,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,1,1,60,1,5,1,5,83583.931955,83913.530687,2,115,15,15,5
78532,8,1,1,28,,1,1,,,2,,1,1,,,3,6,,1,2,2,1,2,2,,,,,3,3,1,0,0,1,28,1,3,6,,62211.875054,0,1,106,15,15,5
78533,8,2,2,48,,1,1,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,50,1,4,1,4,30096.899681,30371.878353,1,107,15,15,5
78534,8,2,2,67,,2,2,1,,2,,2,1,5,,3,2,,2,2,2,2,2,2,2,2,1,2,4,4,0,0,1,2,67,2,3,2,,10278.848668,10232.833388,1,108,77,77,
78535,8,2,2,80,,4,4,2,,2,,1,1,,,2,2,,1,2,2,1,2,2,1,2,2,,2,2,0,0,1,2,80,1,2,2,,17232.594196,18694.820412,1,114,3,3,0.77
78536,8,2,1,51,,5,6,2,,2,,2,1,7,,3,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,51,2,3,1,3,18547.946289,19553.165065,2,105,9,9,2.52
78537,8,2,1,7,,3,3,1,94,,,1,1,,1,,,,1,1,2,1,2,2,,,,,3,3,0,2,0,1,37,1,3,3,,58836.858965,61051.720696,2,109,5,5,1.06
78538,8,1,2,32,,3,3,,,2,,1,1,,,2,3,3,1,2,2,1,2,2,,,,,5,5,0,1,0,2,32,1,2,3,,30951.077321,0,1,106,6,6,0.91
78539,8,2,2,0,10,5,6,2,10,,,1,1,,,,,,1,1,2,1,2,2,,,,,7,7,1,0,3,2,37,2,5,1,5,5391.693678,6927.074178,2,104,15,15,5
78540,8,2,1,8,,3,3,2,101,,,1,1,,1,,,,1,1,2,1,2,2,1,2,2,1,5,5,1,2,0,2,33,2,3,1,3,43164.746157,45569.151343,2,107,9,9,1.97
78541,8,2,1,11,,5,6,1,140,,,1,1,,6,,,,1,1,2,1,2,2,1,2,2,1,4,4,1,1,0,1,39,2,4,1,4,8018.518452,8279.374249,2,118,10,10,2.73
78542,8,2,2,41,,1,1,2,,2,,2,2,5,,1,6,2,2,2,2,1,2,2,2,2,2,2,5,5,0,2,0,2,41,2,1,6,,25707.261411,25959.813298,2,112,6,6,0.9
78543,8,2,2,3,,3,3,1,45,,,1,1,,,,,,1,1,2,1,2,2,,,,,7,7,3,0,0,2,56,1,3,3,,13955.975164,14612.336325,1,112,4,4,0.48
78544,8,2,1,1,23,3,3,2,24,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,2,33,1,5,1,,28870.638389,39006.773807,1,105,14,14,3.84
78545,8,2,1,1,20,4,4,1,21,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,2,29,1,4,1,4,7574.950558,7721.542396,2,116,10,10,3.54
78546,8,2,2,10,,1,1,1,129,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,3,0,1,42,1,2,1,2,14127.75925,14668.446223,1,106,3,3,0.4
78547,8,2,1,7,,3,3,2,86,,,1,1,,0,,,,1,1,2,1,2,2,,,,,5,5,2,1,0,1,23,1,2,6,,22538.154363,23350.877116,2,109,5,5,0.86
78548,8,2,2,36,,4,4,1,,2,,1,1,,,5,1,2,1,2,2,1,2,2,1,2,2,1,4,4,1,1,0,1,32,1,5,1,5,25948.442723,25487.698731,1,116,12,12,
78549,8,2,1,20,,3,3,2,,2,,1,1,,,3,6,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,24,1,3,6,,76868.238234,78422.563131,2,112,7,7,2.02
78550,8,1,2,2,,5,6,,,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,1,1,0,1,43,,,1,4,7320.80078,0,2,117,4,4,0.73
78551,8,2,2,59,,3,3,2,,2,,1,1,,,5,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,59,1,5,3,,36269.783123,39936.531068,1,105,3,3,1.17
78552,8,2,2,68,,1,1,2,,2,,1,1,,,1,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,2,68,1,1,3,,15174.746412,15608.137317,1,109,2,2,0.73
78553,8,2,2,10,,3,3,2,125,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,3,0,2,41,1,5,1,5,40316.688771,44145.551368,1,114,15,15,5
78554,8,2,1,10,,1,1,2,122,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,3,0,1,35,1,2,1,2,18532.303143,19377.629852,1,109,10,10,2.54
78555,8,2,1,5,,1,1,1,69,,,1,1,,,,,,2,1,2,2,2,2,,,,,4,4,2,0,0,2,32,1,3,1,2,10246.117133,10374.889838,1,117,9,9,2.68
78556,8,2,2,60,,3,3,1,,2,,2,2,9,,3,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,2,60,2,3,3,,22832.001353,24708.946375,1,112,1,1,0.3
78557,8,2,2,70,,3,3,2,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,70,1,3,3,,34581.588793,34895.479305,2,112,3,3,1.02
78558,8,2,2,5,,2,2,1,65,,,1,1,,,,,,2,1,2,2,2,2,,,,,6,6,2,2,0,1,28,2,1,6,,9236.463731,9984.877868,2,118,4,4,0.47
78559,8,2,2,11,,3,3,1,138,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,7,7,0,4,0,1,37,1,4,1,3,43148.044441,43711.952516,2,116,14,14,2.22
78560,8,2,1,22,,4,4,2,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,6,6,0,3,0,1,37,1,3,3,,21438.505508,21240.719444,1,114,5,5,0.63
78561,8,2,1,80,,3,3,1,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,2,79,1,3,1,3,34201.668854,36144.041566,1,113,6,6,1.93
78562,8,2,1,48,,3,3,1,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,1,48,1,3,1,4,13999.524327,14215.949711,2,106,7,7,1.82
78563,8,2,1,9,,5,6,2,109,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,2,38,2,4,1,5,14968.995335,16013.96501,2,108,6,6,1.22
78564,8,2,1,8,,2,2,1,102,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,6,6,0,4,0,2,38,2,4,4,,8743.281122,9071.522428,1,118,7,7,1.09
78565,8,2,1,6,,4,4,1,73,,,1,1,,0,,,,1,1,2,1,2,2,,,,,5,5,1,2,0,1,35,2,3,1,4,10801.905474,11878.745479,1,108,6,6,1.12
78566,8,2,1,43,,3,3,2,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,2,38,2,4,1,3,83143.826186,87347.53683,2,108,8,8,2.32
78567,8,2,2,0,3,3,3,2,4,,,1,1,,,,,,1,1,2,1,2,2,,,,,7,7,2,4,0,2,35,1,3,1,4,17537.734648,16945.474422,1,109,15,15,3.79
78568,8,2,2,29,,4,4,2,,2,,1,1,,,2,5,2,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,29,1,2,5,,36078.148158,36065.262717,1,107,6,6,1.61
78569,8,2,2,19,,3,3,2,233,2,,1,1,,10,,,,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,2,21,1,3,5,,29554.616125,30451.038095,2,112,2,2,0.25
78570,8,2,1,0,4,3,3,1,4,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,3,1,0,0,1,23,,,5,,14688.999899,15282.110374,1,112,6,6,1.54
78571,8,2,2,0,8,1,1,2,9,,,1,1,,,,,,2,1,2,2,2,2,,,,,7,7,3,2,0,1,29,1,2,6,,5596.228959,5616.697579,2,112,3,3,0.28
78572,8,2,1,51,,3,3,2,,2,,2,1,8,,5,2,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,51,2,5,2,,119233.822129,128177.553208,2,108,7,7,3.68
78573,8,2,1,5,,1,1,1,68,,,2,2,2,,,,,2,1,2,2,2,2,,,,,3,3,1,1,0,2,35,2,2,5,,8761.504676,8871.618843,2,118,3,3,0.61
78574,8,2,2,10,,4,4,2,120,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,3,0,2,29,1,4,3,,10406.797426,10281.73645,2,108,7,7,1.43
78575,8,2,1,22,,3,3,2,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,22,1,5,5,,90436.00364,92598.457261,2,105,1,1,0.06
78576,8,2,2,15,,4,4,2,182,,,1,1,,9,,,,1,1,2,1,2,2,1,2,2,1,7,7,0,4,0,2,39,1,5,6,,13357.331923,13492.026535,2,113,15,15,2.49
78577,8,2,1,22,,3,3,2,,2,,1,1,,,2,5,,1,2,2,1,2,2,1,2,2,1,7,1,0,0,0,1,48,,,5,,37974.122591,37746.362292,2,108,12,99,
78578,8,2,2,11,,1,1,2,140,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,6,6,1,3,0,2,33,1,4,1,4,14801.887122,15134.695948,1,109,14,14,2.69
78579,8,2,1,71,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,1,71,1,4,1,4,51435.39666,52278.753921,2,113,9,9,3.81
78580,8,2,2,78,,3,3,2,,2,,1,1,,,2,2,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,78,1,2,2,,36934.948142,37145.901655,1,113,3,3,1.04
78581,8,2,2,44,,5,6,1,,2,,2,2,3,,5,1,2,1,2,2,1,2,2,1,2,2,1,4,4,1,1,0,2,44,2,5,1,5,25717.184334,26551.487473,1,111,8,8,2.02
78582,8,2,2,15,,3,3,2,193,,,1,1,,9,,,,1,2,2,1,2,2,,,,,6,6,1,3,0,2,43,1,5,1,5,86616.324581,91922.625588,1,105,15,15,3.96
78583,8,2,1,54,,2,2,1,,1,2,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,2,58,1,4,1,4,25643.026959,25314.159628,1,111,6,6,1.54
78584,8,2,2,11,,3,3,1,141,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,3,3,0,1,1,1,48,1,5,1,5,42846.479497,44403.583821,2,106,15,15,5
78585,8,2,1,8,,4,4,1,107,,,1,1,,1,,,,1,1,2,1,2,2,1,2,2,,6,6,1,2,0,1,40,1,4,1,4,9006.218247,9388.62571,1,111,7,7,1.27
78586,8,2,2,41,,4,4,2,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,3,3,0,0,2,1,80,2,3,1,3,20217.247797,19964.335305,2,117,14,14,4.06
78587,8,2,2,57,,5,6,1,,2,,2,2,2,,2,1,,1,2,1,1,2,1,1,2,1,3,5,5,1,0,1,2,57,2,2,1,3,12566.144373,13253.165982,1,117,9,9,2.18
78588,8,2,1,49,,2,2,1,,2,,2,2,77,,4,4,,2,2,2,2,2,2,2,2,2,2,4,4,0,0,1,2,67,2,3,2,,26915.629532,26570.441296,1,108,77,77,
78589,8,2,2,20,,4,4,2,,2,,1,1,,,2,5,2,1,2,2,1,2,2,,,,,7,7,2,3,2,1,75,1,2,1,2,20371.854347,20364.578466,2,110,5,5,0.48
78590,8,1,2,42,,1,1,,,2,,2,2,5,,2,6,3,2,2,2,2,2,2,,,,,5,5,0,3,0,2,42,2,2,6,,14954.877898,0,1,118,77,77,
78591,8,2,2,70,,3,3,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,1,73,1,2,1,4,21936.519156,22247.252892,1,112,4,4,0.97
78592,8,2,2,4,,5,7,2,54,,,1,1,,,,,,1,1,2,1,2,2,,,,,7,7,1,3,1,2,65,1,1,2,,29112.296896,32367.164135,1,114,5,5,0.65
78593,8,2,2,8,,2,2,2,98,,,1,1,,2,,,,2,1,2,1,2,2,1,2,2,1,7,7,3,2,0,1,40,2,1,1,1,13114.380533,13231.202591,2,112,5,5,0.45
78594,8,2,1,1,13,1,1,2,14,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,2,1,0,1,36,2,1,1,4,12254.739004,12849.217833,1,106,8,8,1.81
78595,8,2,1,31,,5,6,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,,,,,4,4,2,0,0,1,31,1,4,1,4,19246.462192,20244.926697,1,113,8,8,2.1
78596,8,2,2,9,,3,3,2,116,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,46,1,3,1,4,51396.579214,53201.315736,2,107,8,8,1.91
78597,8,2,1,61,,1,1,1,,2,,2,2,6,,1,1,,1,2,1,1,2,1,2,2,2,2,7,7,1,4,1,1,61,2,1,1,2,12171.013473,12589.627252,2,118,99,99,
78598,8,2,1,63,,3,3,2,,1,1,1,1,,,2,5,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,63,1,2,5,,20324.469673,22312.788687,2,104,5,5,1.27
78599,8,2,1,36,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,1,36,1,4,1,3,86131.15574,88414.052076,2,105,15,15,5
78600,8,2,2,11,,3,3,2,144,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,2,0,1,54,1,2,1,4,22467.704571,22761.338273,2,112,5,5,0.86
78601,8,2,1,46,,5,6,2,,2,,2,1,5,,5,1,,1,2,2,1,2,2,,,,,7,7,0,3,2,1,46,2,5,1,5,16575.424742,17473.741348,1,107,15,15,3.93
78602,8,2,2,14,,2,2,2,174,,,2,2,2,9,,,,2,1,2,2,2,2,1,2,2,2,5,5,0,3,0,2,32,2,5,1,3,10339.028761,12302.051086,2,104,5,5,0.72
78603,8,2,1,33,,4,4,1,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,7,7,1,4,0,1,33,1,3,1,4,19002.379497,20024.156617,1,118,5,5,0.56
78604,8,2,2,11,,3,3,1,135,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,2,40,1,5,1,5,53519.058563,59175.630789,2,114,15,15,5
78605,8,2,2,11,,3,3,1,143,,,1,1,,6,,,,1,1,2,1,2,2,1,2,2,1,6,6,1,3,0,2,44,1,5,1,4,38228.25587,38969.78742,1,116,15,15,5
78606,8,2,1,42,,3,3,1,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,1,5,3,1,2,0,2,39,1,3,1,2,21099.884351,22619.642379,2,116,12,12,
78607,8,1,2,2,,3,3,,,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,1,27,1,4,1,4,36591.698972,0,1,111,14,14,4.1
78608,8,2,1,59,,3,3,2,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,59,1,4,3,,22232.599185,22013.559428,2,112,3,2,0.66
78609,8,2,1,1,13,1,1,1,14,,,1,1,,,,,,1,1,2,1,2,2,,,,,7,7,2,2,0,1,38,1,4,1,1,7000.219173,7339.800628,1,118,15,15,4.16
78610,8,2,1,8,,4,4,2,105,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,5,5,1,2,0,2,35,1,4,6,,10434.739893,10710.323307,1,107,6,6,1.16
78611,8,2,1,21,,4,4,1,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,49,1,3,1,3,40758.69895,40382.669817,2,115,10,10,3.49
78612,8,2,2,60,,1,1,1,,2,,2,1,8,,1,1,,2,2,2,1,2,2,2,2,2,2,3,3,0,0,3,1,66,2,1,1,1,15239.155551,15400.555144,1,111,5,5,1.02
78613,8,2,2,22,,2,2,2,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,24,1,4,1,4,56411.515499,59937.860361,2,107,6,6,1.91
78614,8,2,2,14,,5,6,2,180,,,1,1,,9,,,,1,1,2,1,2,2,1,2,2,1,3,3,0,1,0,1,59,2,4,1,3,10283.522239,12988.171175,1,106,4,4,1
78615,8,2,2,57,,5,6,1,,2,,2,1,6,,4,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,1,57,2,5,1,4,13360.435378,13400.964192,1,117,15,15,5
78616,8,2,2,21,,2,2,1,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,55,2,4,3,,39586.91991,40790.838595,1,115,6,6,1.93
78617,8,2,2,1,14,3,3,2,16,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,2,0,0,2,38,1,5,1,5,30981.36691,31875.058971,1,109,10,10,2.97
78618,8,2,1,0,6,4,4,1,6,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,2,19,1,4,,,4271.360797,4433.419557,1,112,3,3,0.51
78619,8,2,2,61,,3,3,1,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,1,3,2,0,0,1,1,33,1,3,5,,43834.785314,44311.487242,1,117,10,10,4.51
78620,8,2,1,64,,5,6,1,,2,,2,1,7,,1,1,,1,2,1,1,2,2,1,2,1,,7,7,2,2,1,2,30,1,3,1,3,13285.053009,14788.243337,2,115,5,5,0.51
78621,8,2,1,50,,5,6,2,,2,,2,1,6,,5,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,50,2,5,1,5,14258.02853,14477.71925,2,104,9,9,3.03
78622,8,2,1,16,,3,3,2,197,,,1,1,,9,,,,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,2,46,1,5,1,4,64042.295263,63585.860043,2,107,15,15,5
78623,8,2,1,12,,3,3,2,151,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,6,6,1,3,0,2,43,1,5,1,5,83497.52936,85895.443675,1,105,15,15,3.96
78624,8,2,2,13,,1,1,1,165,,,1,1,,7,,,,1,1,2,1,2,2,1,1,2,,3,3,0,2,0,2,39,1,4,3,,17242.214298,18036.931154,1,111,3,3,0.51
78625,8,2,1,2,,4,4,2,34,,,1,1,,,,,,1,1,2,1,2,2,,,,,6,6,3,0,1,2,75,1,5,5,,5029.881097,5190.553654,2,110,77,77,
78626,8,2,1,51,,1,1,1,,2,,1,1,,,1,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,51,1,1,3,,24978.144602,25425.935909,1,111,5,5,1.74
78627,8,2,1,69,,3,3,2,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,69,1,3,1,3,111519.206155,113851.242397,2,109,14,14,5
78628,8,2,2,11,,1,1,1,138,,,1,1,,5,,,,2,1,2,2,2,2,1,2,2,1,7,7,1,3,0,1,44,2,3,1,2,13540.178629,13896.141616,1,111,8,8,1.14
78629,8,2,2,13,,3,3,1,163,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,1,3,3,0,1,0,1,56,1,5,1,5,47930.674057,50222.364579,1,118,10,10,3.54
78630,8,2,1,65,,4,4,2,,2,,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,2,1,65,1,4,6,,9792.850833,10622.559971,2,117,14,10,5
78631,8,2,2,28,,5,7,2,,2,,1,1,,,3,5,2,1,2,2,1,2,2,1,2,2,1,5,5,1,3,0,2,28,1,3,5,,31377.385861,31907.103146,2,108,6,6,1.07
78632,8,2,1,2,,1,1,2,31,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,3,0,0,2,33,1,5,4,,11707.924175,11857.011627,1,110,3,3,0.51
78633,8,2,1,24,,5,6,2,,2,,2,1,3,,5,5,,1,2,2,1,2,2,1,2,2,1,5,5,0,0,0,1,18,2,3,,,19743.974615,20934.381614,2,110,7,7,1.43
