,tweet,favourite_count,retweet_count,tweet_cleaned,subjectivity,polarity,polarity_analysis,subjectivity_analysis,type
2288,Mailed an AirTag and Tracked Its Progress; Here's What Happened - The Mac Security Blog https://t.co/Yr3QOgdEJ6 via @IntegoSecurity,1.0,0,Mailed an AirTag and Tracked Its Progress; Here's What Happened - The Mac Security Blog via,0.0,0.0,Neutral,Objective,Neutral and Objective
2289,"Can’t believe they’re undercutting AirTag by ONE dollar

I just find that hilarious lol https://t.co/GjxVjBDqbn",17.0,2,Cant believe theyre undercutting AirTag by ONE dollarI just find that hilarious lol,0.85,0.65,Positive,Subjective,Positive and Subjective
2290,"Curious how @Apple AirTag’s B2C #AssetTracking applications compare to Link Labs’ enterprise-grade #IoT asset tracking solution? Link Labs experts unpack key differences like cost, distance, battery and accuracy in a recent blog: https://t.co/bMahi8FXmN #AssetTracking",0.0,0,"Curious how AirTags B2C applications compare to Link Labs enterprise-grade asset tracking solution? Link Labs experts unpack key differences like cost, distance, battery and accuracy in a recent blog:",0.75,-0.03333333333333333,Negative,Subjective,Negative and Subjective
2291,Apple AirTag ‘hack’ indicates dynamic #NFC capability https://t.co/WuiO2LOOPB via @nfcw,0.0,0,Apple AirTag hack indicates dynamic capability via,0.16666666666666666,0.0,Neutral,Objective,Neutral and Objective
2292,"Nomad Announces 'Rugged Keychain' for AirTag, Includes Add-On Engraving Option for Pet ID Tags https://t.co/NKbehNeOzX",0.0,0,"Nomad Announces 'Rugged Keychain' for AirTag, Includes Add-On Engraving Option for Pet ID Tags",0.0,0.0,Neutral,Objective,Neutral and Objective
2293,"Apple won’t let you add curse words or suggestive emojis to your AirTag. 

But they didn’t exactly break their backs checking local slang. 🇮🇪 https://t.co/LOLi7DXxtF",27.0,1,Apple wont let you add curse words or suggestive emojis to your AirTag. But they didnt exactly break their backs checking local slang.,0.125,0.125,Positive,Objective,Positive and Objective
2294,"Researcher @ghidraninja has used a power glitch trick to “jailbreak” an AirTag.

Apparently, @ghidraninja was able to dump the AirTag’s copy-protected firmware, modify it slightly, and write it back undetected by the device.

Learn more ⬇️

https://t.co/brUx3zR2G4",9.0,8,"Researcher has used a power glitch trick to jailbreak an AirTag.Apparently, was able to dump the AirTags copy-protected firmware, modify it slightly, and write it back undetected by the device.Learn more",0.32291666666666663,0.20833333333333334,Positive,Objective,Positive and Objective
2295,"@dalast1woke @retepslluerb @LeakerApple @jmwilt17 Built-in is better for me. That’s why not existing hole on AirTag for attaching looks dumb to me. Imagine, you have to be buy additional accessories for attaching. This NFC tag and attaching accessories is dumb for me in same level.",0.0,0,"Built-in is better for me. Thats why not existing hole on AirTag for attaching looks dumb to me. Imagine, you have to be buy additional accessories for attaching. This NFC tag and attaching accessories is dumb for me in same level.",0.40625,-0.0625,Negative,Objective,Negative and Objective
2296,"Chipolo ONE Spot tracker now available with Find My integration, undercutting AirTag in price https://t.co/yFpEMfj7yq by @joseadorno",62.0,11,"Chipolo ONE Spot tracker now available with Find My integration, undercutting AirTag in price by",0.4,0.4,Positive,Objective,Positive and Objective
2297,"@dalast1woke @retepslluerb @LeakerApple @jmwilt17 You can hack AirTag, SmarTag, Tile - all of them. But you know if something goes wrong with Apple, everyone talk about it. I am sure that nobody tried to hack SmartTag. In general lots of people didn’t even hear that, SmartTag exists.",0.0,0,"You can hack AirTag, SmarTag, Tile - all of them. But you know if something goes wrong with Apple, everyone talk about it. I am sure that nobody tried to hack SmartTag. In general lots of people didnt even hear that, SmartTag exists.",0.762962962962963,0.016666666666666673,Positive,Subjective,Positive and Subjective
2298,"Oh hey since i lost my airpods once ill get a tiny little bag for my new airpods and dash an airtag in there, yh why not?😂",2.0,0,"Oh hey since i lost my airpods once ill get a tiny little bag for my new airpods and dash an airtag in there, yh why not?",0.6136363636363636,-0.1377840909090909,Negative,Subjective,Negative and Subjective
2299,Security researcher successfully hacks and jailbreaks an Apple AirTag - https://t.co/m3xTXqPySS News - https://t.co/HvK9VsDSb8,0.0,2,Security researcher successfully hacks and jailbreaks an Apple AirTag - News -,0.95,0.75,Positive,Subjective,Positive and Subjective
2300,I’m about to buy like 50 of those AirTag things because I’ve never seen someone misplace as many objects as I do,2.0,0,Im about to buy like of those AirTag things because Ive never seen someone misplace as many objects as I do,0.5,0.5,Positive,Neutral,Positive and Neutral
2301,"@jmwilt17 If you're a galaxy user, the SmartTag is perfect for you. If you're an iPhone user, the AirTag is perfect for you. One isn't necessary better than the other. Both are good, have UWB and are suitable for their own ecosystems. That being said, SmartTags didn't get enough attention.",2.0,0,"If you're a galaxy user, the SmartTag is perfect for you. If you're an iPhone user, the AirTag is perfect for you. One isn't necessary better than the other. Both are good, have UWB and are suitable for their own ecosystems. That being said, SmartTags didn't get enough attention.",0.7472222222222222,0.4694444444444444,Positive,Subjective,Positive and Subjective
2302,@basvanderploeg I think you’re gonna need more than just one AirTag to keep track of those stickers 😜,1.0,0,I think youre gonna need more than just one AirTag to keep track of those stickers,0.5,0.5,Positive,Neutral,Positive and Neutral
2303,Uncapped: The Apple U1 Ultra-Wideband Chip in the AirTag #Dieshot #ReverseEngineering @Apple https://t.co/oM3cMWQXTL,8.0,4,Uncapped: The Apple U1 Ultra-Wideband Chip in the AirTag,0.0,0.0,Neutral,Objective,Neutral and Objective
2304,"This 3D-printed Apple TV Remote case features a dedicated slot to attach an AirTag - 9to5Mac https://t.co/LKhPdw5IAp

#clever",1.0,0,This D-printed Apple TV Remote case features a dedicated slot to attach an AirTag - to5Mac,0.2,-0.1,Negative,Objective,Negative and Objective
2305,"Looks like the #Chipolo tracker will be slightly cheaper at $28 than Apple's #AirTag at $29, but lacks the U1 chip for precision finding. However, it doesn't require an accessory to attach it to your keys. https://t.co/fyFadd4OV8",3.0,1,"Looks like the tracker will be slightly cheaper at $28 than Apple's at $29, but lacks the U1 chip for precision finding. However, it doesn't require an accessory to attach it to your keys.",0.16666666666666666,-0.16666666666666666,Negative,Objective,Negative and Objective
2306,my airtag is coming today :p,0.0,0,my airtag is coming today,0.0,0.0,Neutral,Objective,Neutral and Objective
2307,I Mailed an AirTag and Tracked Its Progress; Here's What Happened - The Mac Security Blog https://t.co/zTcmdsCEvc https://t.co/4BpQf1VyRo,3.0,1,I Mailed an AirTag and Tracked Its Progress; Here's What Happened - The Mac Security Blog,0.0,0.0,Neutral,Objective,Neutral and Objective
2308,Has anyone ported DOOM to the AirTag yet?,13.0,1,Has anyone ported DOOM to the AirTag yet?,0.0,0.0,Neutral,Objective,Neutral and Objective
2309,@tim_cook please build airtag technology into the next AirPod pro case. Make the case just a touch larger if you must. This would be game changer. Integration of this tech into as many products as possible.,0.0,0,please build airtag technology into the next AirPod pro case. Make the case just a touch larger if you must. This would be game changer. Integration of this tech into as many products as possible.,0.48,0.019999999999999997,Positive,Objective,Positive and Objective
2310,@Storm50Your @Chantalll__D Apple AirTag,1.0,0,Apple AirTag,0.0,0.0,Neutral,Objective,Neutral and Objective
2311,i’m deeping that if u put an apple airtag in your car it could acc never get lost 🤔🤔,1.0,0,im deeping that if u put an apple airtag in your car it could acc never get lost,0.0,0.0,Neutral,Objective,Neutral and Objective
2312,How to Remove AirTag Loudspeaker and Turn into a Muted AirTag https://t.co/aiJR3qIyPp,0.0,0,How to Remove AirTag Loudspeaker and Turn into a MutedAirTag,0.0,0.0,Neutral,Objective,Neutral and Objective
2313,"Hello, I’m AirTag 👾 https://t.co/vZ6lbgCMZ0",37.0,1,"Hello, Im AirTag",0.0,0.0,Neutral,Objective,Neutral and Objective
2314,@SaW95721225 Apple Air tag https://t.co/gOeEkupNYK,0.0,0,Apple Air tag,0.0,0.0,Neutral,Objective,Neutral and Objective
2315,"Apple AirTag jailbroken already – hacked in rickroll attack

https://t.co/12BPBYchwI",13.0,3,Apple AirTag jailbroken already hacked in rickroll attack,0.0,0.0,Neutral,Objective,Neutral and Objective
2316,[News] Apple AirTag jailbroken already – hacked in rickroll attack https://t.co/Ijxu0mNp9p,1.0,0,[News] Apple AirTag jailbroken already hacked in rickroll attack,0.0,0.0,Neutral,Objective,Neutral and Objective
2317,"What if i bring my AirTag with me, and didn't bring my iPhone and I'm with my friends who have iPhone. Will it notify my friend there's a AirTag following em and ring the AirTag?",0.0,0,"What if i bring my AirTag with me, and didn't bring my iPhone and I'm with my friends who have iPhone. Will it notify my friend there's a AirTag following em and ring the AirTag?",0.1,0.0,Neutral,Objective,Neutral and Objective
2318,"These stylish smart sunglasses shade your eyes with adjustable tinted lenses
The Dusk will also feature a space for Apple’s AirTag in its charging case, so that you never misplace it and track it down in the worst-case scenario.
#sunglasses #fashion #eyewear #glasses #style https://t.co/IckadH1Dvt",0.0,0,"These stylish smart sunglasses shade your eyes with adjustable tinted lensesThe Dusk will also feature a space for Apples AirTag in its charging case, so that you never misplace it and track it down in the worst-case scenario.",0.6439153439153439,0.18624338624338624,Positive,Subjective,Positive and Subjective
2319,"@jmwilt17 Not really
Say you loose your AirTag, it’ll be more likely that someone will find it and be able to use Find My because (at least in a lot of places) there’s more people using iPhone than android",1.0,0,"Not reallySay you loose your AirTag, itll be more likely that someone will find it and be able to use Find My because (at least in a lot of places) theres more people using iPhone than android",0.5490384615384615,0.18717948717948718,Positive,Subjective,Positive and Subjective
2320,"@jasonkneen @iMikeZero At least the cat won’t get that notification, unless it’s got the 2022 iPaw 🤣. AirTag is a key finder isn’t it, like the ones you had to whistle it in the past. Mines in my work bag, 🤞🏼I’ll
never have to use it, but if the bags missing so will the cellular enabled iPad 🤣.",1.0,0,"At least the cat wont get that notification, unless its got the iPaw . AirTag is a key finder isnt it, like the ones you had to whistle it in the past. Mines in my work bag, Illnever have to use it, but if the bags missing so will the cellular enabled iPad .",0.425,-0.1875,Negative,Objective,Negative and Objective
2321,I really wish I had an airtag right now because I’ve been looking for my wallet for the last 15 minutes and i have to leave 🥲🥲,13.0,0,I really wish I had an airtag right now because Ive been looking for my wallet for the last minutes and i have to leave,0.26746031746031745,0.1619047619047619,Positive,Objective,Positive and Objective
2322,"@ajosha_konigs @jmwilt17 But is that a really real world comparison? Nope
You’re missing the point, it’s mostly the Apple sheep that’ll buy the AirTag, but there’s far more apple sheep than diehard fan droids",1.0,0,"But is that a really real world comparison? NopeYoure missing the point, its mostly the Apple sheep thatll buy the AirTag, but theres far more apple sheep than diehard fan droids",0.47000000000000003,0.22000000000000003,Positive,Objective,Positive and Objective
2323,@Craig_Pickerill @iMikeZero yeh it’s weird — so my son has had the notification to say that “Jason’s AirTag” is nearby when he got home — apparently that’s what happens (significant location notification) and *assuming* he sees the name because he’s in the family plan.,0.0,0,yeh its weird so my son has had the notification to say that Jasons AirTag is nearby when he got home apparently thats what happens (significant location notification) and *assuming* he sees the name because hes in the family plan.,0.7416666666666667,-0.025000000000000005,Negative,Subjective,Negative and Subjective
2324,"@jasonkneen @iMikeZero In lost mode it’ll use other devices signed in to the ‘Find My’ service, not sure if that also works in normal mode, but the only devices transmitting the AirTag location are those signed in - not all iOS devices.",1.0,0,"In lost mode itll use other devices signed in to the Find My service, not sure if that also works in normal mode, but the only devices transmitting the AirTag location are those signed in - not all iOS devices.",0.7284722222222222,-0.05625,Negative,Subjective,Negative and Subjective
2325,@davemark ‘This AirTag’ is so generic. Where is it? Could I find it and somehow disable it?,3.0,0,This AirTag is so generic. Where is it? Could I find it and somehow disable it?,0.0,0.0,Neutral,Objective,Neutral and Objective
2326,"Choose QuickTech 🌟
Get your Apple products delivered at your doorsteps! 🚚
Shop now - Link in bio! 🔥
.
.
#quicktech #customersatisfaction #customerreview #customerexperience #feedback #customerfeedback #customertestimonial #customerlove❤️ #airtag #lostit #findit #apple https://t.co/Xm8s74ppST",0.0,0,Choose QuickTech Get your Apple products delivered at your doorsteps! Shop now - Link in bio! ..,0.0,0.0,Neutral,Objective,Neutral and Objective
2327,@theydoit4rosie Dumbest thing in the world you should get a AirTag and put on them..,0.0,0,Dumbest thing in the world you should get a AirTag and put on them..,0.0,0.0,Neutral,Objective,Neutral and Objective
2328,"On a train, with two #AirTag s in a backpack. In spite of being next to each other, they ping my phone at different times and locations. Interesting 🤔 https://t.co/7GTgOHeYqS",0.0,0,"On a train, with two s in a backpack. In spite of being next to each other, they ping my phone at different times and locations. Interesting",0.36875,0.09375,Positive,Objective,Positive and Objective
2329,Apple AirTag Spills Its Secrets via @hackaday https://t.co/3os1girapo,0.0,0,Apple AirTag Spills Its Secrets via,0.0,0.0,Neutral,Objective,Neutral and Objective
2330,These could be used for such nefarious purposes.  https://t.co/qKlcSIWv3l,1.0,0,These could be used for such nefarious purposes.,0.5,0.0,Neutral,Neutral,Neutral and Neutral
2331,@RiaMolefe_ There’s an AirTag for this. You can attach it to anything really.,0.0,0,Theres an AirTag for this. You can attach it to anything really.,0.2,0.2,Positive,Objective,Positive and Objective
2332,I Mailed an AirTag and Tracked Its Progress; Here's What Happened. https://t.co/TDw597oT7l,14.0,9,I Mailed an AirTag and Tracked Its Progress; Here's What Happened.,0.0,0.0,Neutral,Objective,Neutral and Objective
2333,"@dalast1woke @LeakerApple @jmwilt17 If you read article about ""hacking AirTag"" is not way that you think. And also again nobody cares about SmartTag, that is way there is not any ""hacking SmartTag"".",0.0,0,"If you read article about ""hacking AirTag"" is not way that you think. And also again nobody cares about SmartTag, that is way there is not any ""hacking SmartTag"".",0.0,0.0,Neutral,Objective,Neutral and Objective
2334,i put an airtag up her butt while she asleep 😧😴,0.0,0,i put an airtag up her butt while she asleep,0.0,0.0,Neutral,Objective,Neutral and Objective
2335,I see opportunity in the anti-tracking space opening up https://t.co/qizylFbJ57,0.0,0,I see opportunity in the anti-tracking space opening up,0.0,0.0,Neutral,Objective,Neutral and Objective
2336,@iamjaytana @jmwilt17 Have you even touched one?  There's a small tab for your fingernail to open it and replace the battery.  Get this... It's the same cr2032 as the airtag.,4.0,0,Have you even touched one? There's a small tab for your fingernail to open it and replace the battery. Get this... It's the same cr2032 as the airtag.,0.3416666666666666,-0.08333333333333333,Negative,Objective,Negative and Objective
2337,"“Your current location can be seen by the owner of this AirTag”

From a Hacker News comment, here’s what an AirTag “stalker warning” looks like… 😮 https://t.co/ae1VQZDnJY",12.0,1,"Your current location can be seen by the owner of this AirTagFrom a Hacker News comment, heres what an AirTag stalker warning looks like",0.4,0.0,Neutral,Objective,Neutral and Objective
2338,And airtag case should not cost as much as an airtag itself.,0.0,0,And airtag case should not cost as much as an airtag itself.,0.2,0.2,Positive,Objective,Positive and Objective
2339,AirTag review is out now if you missed it https://t.co/onBR8MOkF0 https://t.co/JlmViSee5B,3.0,0,AirTag review is out now if you missed it,0.0,0.0,Neutral,Objective,Neutral and Objective
2340,@SamsungMobileUS I'm just saying I got the smart tag well before the airtag was even a thing. Even if they made boxes in 2019 it was never released until well after Samsung. https://t.co/XdVfcXzhtC,0.0,0,I'm just saying I got the smart tag well before the airtag was even a thing. Even if they made boxes in it was never released until well after Samsung.,0.6428571428571429,0.21428571428571427,Positive,Subjective,Positive and Subjective
2341,"Apple just announced its minuscule, attachable tracker called AirTag during its Spring Loaded event. Now you won't have trouble finding misplaced items. #iphone https://t.co/Da1ld4V5Ti https://t.co/rKTOW75b3T",0.0,0,"Apple just announced its minuscule, attachable tracker called AirTag during its Spring Loaded event. Now you won't have trouble finding misplaced items.",0.2,-0.2,Negative,Objective,Negative and Objective
2342,Feeling AirTag envy as an Android user? By @tallshmo https://t.co/YgMgHI8Ah4,5.0,0,Feeling AirTag envy as an Android user? By,0.0,0.0,Neutral,Objective,Neutral and Objective
2343,@jade_1xox @Oquan_xi @oyinmorgan You might as well buy an AirTag. You would need to charge an old iPhone every single day and I don’t think this product needs to be charge daily. https://t.co/gFjENQ8ymP,168.0,12,You might as well buy an AirTag. You would need to charge an old iPhone every single day and I dont think this product needs to be charge daily.,0.13809523809523808,0.009523809523809526,Positive,Objective,Positive and Objective
2344,airtag is a stupid product and this make it even worse https://t.co/BPlVg4eOqS,0.0,0,airtag is a stupid product and this make it even worse,0.8,-0.6,Negative,Subjective,Negative and Subjective
2345,"ICYMI Apple recently announced a tracking device that it calls the AirTag.

The AirTag is a round button about the size of a key fob that you can attach to a suitcase, laptop or, indeed, to your keys, to help you find said item if you misplace it.

https://t.co/brUx3zR2G4",1.0,4,"ICYMI Apple recently announced a tracking device that it calls the AirTag.The AirTag is a round button about the size of a key fob that you can attach to a suitcase, laptop or, indeed, to your keys, to help you find said item if you misplace it.",0.5499999999999999,-0.06666666666666667,Negative,Subjective,Negative and Subjective
2346,"Not sure if you need the Apple AirTag or Tile Mate GPS 🛰️ tracker? Compare the two and see which is best for you:
https://t.co/CX6AzzA53r https://t.co/1TGyzjRP8R",0.0,1,Not sure if you need the Apple AirTag or Tile Mate GPS tracker? Compare the two and see which is best for you:,0.5944444444444444,0.375,Positive,Subjective,Positive and Subjective
2347,Someone created the perfect AirTag case for the Apple TV Siri Remote https://t.co/JJmrrBTkc5,0.0,0,Someone created the perfect AirTag case for the Apple TV Siri Remote,0.6,0.45,Positive,Subjective,Positive and Subjective
2348,"Ppl who joked about the vaccine being their chip but then buy the airtag with no thought other then, oooooo, fascinates me",0.0,0,"Ppl who joked about the vaccine being their chip but then buy the airtag with no thought other then, oooooo, fascinates me",0.375,-0.125,Negative,Objective,Negative and Objective
2349,"#Breaking Apple AirTags ""terrifyingly good"" at tracking stuff — and potentially helping stalkers https://t.co/h5t1MIFcqU #AirTags #Apple",0.0,0,"Apple AirTags ""terrifyingly good"" at tracking stuff and potentially helping stalkers",0.8,0.35,Positive,Subjective,Positive and Subjective
2350,"Hey, early #AirTag adaptors! Here you can order the bike mount that Apple didn’t make: https://t.co/D8J7u6nIgs

It’s made by @newthingslab, a Dutch designer. Of course.",4.0,0,"Hey, early adaptors! Here you can order the bike mount that Apple didnt make: made by , a Dutch designer. Of course.",0.3,0.125,Positive,Objective,Positive and Objective
2351,"Now the good news is that this hack comes from IT security researcher stacksmashing on Twitter, meaning it’s more about showing off the possibility rather than doing it for malicious purposes.

#Apple #AirTag #AppleAirTag #AirTags #DeepTech #Techhttps://www.facebook.com/digitalph https://t.co/xeeeDL790L",0.0,0,"Now the good news is that this hack comes from IT security researcher stacksmashing on Twitter, meaning its more about showing off the possibility rather than doing it for malicious purposes. ://",0.55,0.6,Positive,Subjective,Positive and Subjective
2352,"Paging @CallumBooth 
https://t.co/rIVFR29PjS",1.0,0,Paging,0.0,0.0,Neutral,Objective,Neutral and Objective
2353,Let's try and print a case for the Airtag. https://t.co/WiUW3p7pIe,0.0,0,Let's try and print a case for the Airtag.,0.0,0.0,Neutral,Objective,Neutral and Objective
2354,Anyone else hidden an AirTag in their car yet?,0.0,0,Anyone else hidden an AirTag in their car yet?,0.3333333333333333,-0.16666666666666666,Negative,Objective,Negative and Objective
2355,iOS 14.6 Users Can Use An Email Address With AirTag Lost Mode https://t.co/9ZGlm4UxY1 https://t.co/EpzlUVL1bJ,5.0,2,iOS Users Can Use An Email Address With AirTag Lost Mode,0.0,0.0,Neutral,Objective,Neutral and Objective
2356,Nomad launches new accessories for Apple’s AirTag https://t.co/TTd5id2aeO,0.0,0,Nomad launches new accessories for ApplesAirTag,0.45454545454545453,0.13636363636363635,Positive,Objective,Positive and Objective
2357,@jmwilt17 If you have Android get galaxy tag... If you have iOS get airtag... Simple.,1.0,0,If you have Android get galaxy tag... If you have iOS get airtag... Simple.,0.35714285714285715,0.0,Neutral,Objective,Neutral and Objective
2358,Massive opportunity for @MTNza and @Vodacom to innovate and compete with Apple Airtags with their own SA products across networks   https://t.co/4b0bOcWhym,0.0,0,Massive opportunity for and to innovate and compete with Apple Airtags with their own SA products across networks,1.0,0.3,Positive,Subjective,Positive and Subjective
2359,Just saw this on Amazon: New Apple AirTag 4 Pack by Apple for $99.00 https://t.co/h3fmJXRpma via @amazon,0.0,0,Just saw this on Amazon: New Apple AirTag Pack by Apple for $99.00 via,0.45454545454545453,0.13636363636363635,Positive,Objective,Positive and Objective
2360,Review: Belkin's Key Ring and Strap Are Affordable AirTag Accessory Options https://t.co/e5PStZsjlP,0.0,0,Review: Belkin's Key Ring and Strap Are Affordable AirTag Accessory Options,1.0,0.0,Neutral,Subjective,Neutral and Subjective
2361,"Apple AirTag jailbroken already hacked in rickroll attack
https://t.co/5le7OKQC2b",1.0,1,Apple AirTag jailbroken already hacked in rickroll attack,0.0,0.0,Neutral,Objective,Neutral and Objective
2362,This should have been around since 1978. I would have saved a lot of cash on umbrellas 😅 #apple #airtag #findyourstuff https://t.co/gXRCTnDHQ4,0.0,0,This should have been around since . I would have saved a lot of cash on umbrellas,0.0,0.0,Neutral,Objective,Neutral and Objective
2363,"Nomad Announces 'Rugged Keychain' for AirTag, Includes Add-On Engraving Option for Pet ID Tags https://t.co/AJCkJeOIu2",2.0,0,"Nomad Announces 'Rugged Keychain' for AirTag, Includes Add-On Engraving Option for Pet ID Tags",0.0,0.0,Neutral,Objective,Neutral and Objective
2364,Just saw this on Amazon: New Apple AirTag by Apple for $29.00 https://t.co/P6xE2NqKVi via @amazon,0.0,0,Just saw this on Amazon: New Apple AirTag by Apple for $29.00 via,0.45454545454545453,0.13636363636363635,Positive,Objective,Positive and Objective
2365,"#Tips: How to find, block, or disable an AirTag near you 
https://t.co/1YldoRDdKG 

#ExperiTips #ExperimaxNEOrl #AirTags #Apple #Experimax https://t.co/bwYhx33b6k",0.0,1,": How to find, block, or disable an AirTag near you",0.4,0.1,Positive,Objective,Positive and Objective
2366,"""Sebastien is free soloing this special episode where he answers questions from listeners, talks about one of his apps, and gets to do his favorite section of the show. It’s different, but hopefully just as good https://t.co/7faov7D8UV https://t.co/lAkqA9bZmH""",0.0,0,"""Sebastien is free soloing this special episode where he answers questions from listeners, talks about one of his apps, and gets to do his favorite section of the show. Its different, but hopefully just as good """,0.7142857142857143,0.3914285714285714,Positive,Subjective,Positive and Subjective
2367,"Keep things that matter on the radar with #Apple #AirTags! Attach an ‘AirTag’ to your personal belongings and find them through the ‘Find My App'. Explore the world of Apple devices at #Harsha.
#Karnataka #AppleSmartphones #AppleSmartDevices #Electronics #Smartphones #Trackers https://t.co/1YWSW1aca2",0.0,0,Keep things that matter on the radar with ! Attach an AirTag to your personal belongings and find them through the Find My App'. Explore the world of Apple devices at .,0.3,0.0,Neutral,Objective,Neutral and Objective
2368,"@Apple the #AirTag is a very cool device. I wish it had a hole to clip on a keychain out of the box. I like the ability to find something that I may have left behind. Others make it too, but with the backing of find my phone network - amazing.",0.0,0,"the is a very cool device. I wish it had a hole to clip on a keychain out of the box. I like the ability to find something that I may have left behind. Others make it too, but with the backing of find my phone network - amazing.",0.61125,0.16375,Positive,Subjective,Positive and Subjective
2369,"AirTag:
+UWB tracking 
+Contact details can be obtained if found as a lost (iOS and Android)
+Notifies its presence when used maliciously
+IP68 rated
- No hole, may require optional accessory for attachment.
-Scratches easily

*Neither are intended to prevent theft https://t.co/cKHGvAApMB",4.0,0,"AirTag:+UWB tracking +Contact details can be obtained if found as a lost (iOS and Android)+Notifies its presence when used maliciously+IP68 rated- No hole, may require optional accessory for attachment.-Scratches easily*Neither are intended to prevent theft",0.0,0.0,Neutral,Objective,Neutral and Objective
2370,"7 - Galaxy SmartTag vs Apple AirTag. Which is better?

Imho, I can't give a definite answer. Both tags are rooted to their respective ecosystems. If you don't have an iPhone or Galaxy, neither will be useful to you.

(AirTag images are provided by @_darren_huang_ . Thanks!) https://t.co/oFtNmaR5Ra",4.0,0,"- Galaxy SmartTag vs Apple AirTag. Which is better?Imho, I can't give a definite answer. Both tags are rooted to their respective ecosystems. If you don't have an iPhone or Galaxy, neither will be useful to you.(AirTag images are provided by . Thanks!)",0.2,0.1375,Positive,Objective,Positive and Objective
2371,"Sebastien is free soloing this special episode where he answers questions from listeners, talks about one of his apps, and gets to do his favorite section of the show. It’s different, but hopefully just as good https://t.co/X8zEpfaUQF https://t.co/hMKVXgWwvy",6.0,0,"Sebastien is free soloing this special episode where he answers questions from listeners, talks about one of his apps, and gets to do his favorite section of the show. Its different, but hopefully just as good",0.7142857142857143,0.3914285714285714,Positive,Subjective,Positive and Subjective
2372,AirTag https://t.co/u0gkcuHbgn,2.0,0,AirTag,0.0,0.0,Neutral,Objective,Neutral and Objective
2373,[News] Apple AirTag jailbroken already – hacked in rickroll attack https://t.co/jMI51njLy0,0.0,0,[News] Apple AirTag jailbroken already hacked in rickroll attack,0.0,0.0,Neutral,Objective,Neutral and Objective
2374,"I Mailed an AirTag and Tracked Its Progress; Here's What Happened https://t.co/KNNpA1ZyTv The Mac Security Blog 
 &gt;@IntegoSecurity",1.0,0,I Mailed an AirTag and Tracked Its Progress; Here's What Happened The Mac Security Blog &gt;,0.0,0.0,Neutral,Objective,Neutral and Objective
2375,Researcher claims to hack AirTag so it points to wrong website when scanned https://t.co/32mG8c72eV,0.0,0,Researcher claims to hack AirTag so it points to wrong website when scanned,0.9,-0.5,Negative,Subjective,Negative and Subjective
2376,"Applause. 🤣 

#AirTag #Apple #privacy #Police #government

https://t.co/FkF3vxLidT",0.0,0,Applause. ://,0.0,0.0,Neutral,Objective,Neutral and Objective
2377,"Apple Airtag @Ksh 6,499
&gt;Free Delivery
&gt;0711516475

Key features :
track &amp; locate with find my network
precision finding via ultra wideband
see direction, distance &amp; map location
built-in speaker
find items by asking siri

#M7SwearsIn2021
Prof Hamo https://t.co/RVSADQrLrx",3.0,0,"Apple Airtag &gt;Free Delivery&gt;0711516475Key features :track &amp; locate with find my networkprecision finding via ultra widebandsee direction, distance &amp; map locationbuilt-in speakerfind items by asking siri Hamo",0.0,0.0,Neutral,Objective,Neutral and Objective
2378,"Shocking! Apple AirTag hacked and reprogrammed by security researcher

After a few hours and the destruction of multiple tags in the process, the security researcher ma ..

https://t.co/o7Kz5qoJeC",0.0,0,"Shocking! Apple AirTag hacked and reprogrammed by security researcherAfter a few hours and the destruction of multiple tags in the process, the security researcher ma ..",0.3666666666666667,-0.39999999999999997,Negative,Objective,Negative and Objective
2379,"Maybe people should start hiding an Apple airtag in their cars 👀. These thieves already know about the normal car trackers but how will they find the airtag 😂

They steal your car, you steal it right back 3 hours later 😂",0.0,0,"Maybe people should start hiding an Apple airtag in their cars . These thieves already know about the normal car trackers but how will they find the airtag They steal your car, you steal it right back hours later",0.2964285714285714,0.10892857142857143,Positive,Objective,Positive and Objective
2380,"How to find, block, or disable an AirTag near you
Macworld | May 12, 2021 https://t.co/w5VN5tkzPD #news",0.0,0,"How to find, block, or disable an AirTag near youMacworld | May ,",0.4,0.1,Positive,Objective,Positive and Objective
2381,"Security Researcher Breaks into the Microcontroller of Apple AirTag and Modifies Firmware for Phishing Attacks 
https://t.co/fyerEMKsju",0.0,0,Security Researcher Breaks into the Microcontroller of Apple AirTag and Modifies Firmware for Phishing Attacks,0.0,0.0,Neutral,Objective,Neutral and Objective
2382,@jetscott Here is an idea 👂 #airtag https://t.co/Bl8jESkHpv,0.0,0,Here is an idea,0.0,0.0,Neutral,Objective,Neutral and Objective
2383,"""I mailed an AirTag and tracked its progress; here’s what happened"" https://t.co/Z2qA7ozfL7 #Apple #security #stalk",0.0,0,"""I mailed an AirTag and tracked its progress; heres what happened""",0.0,0.0,Neutral,Objective,Neutral and Objective
2384,"How to find, block or disable the AirTag near you https://t.co/Hovgvj4siz",0.0,0,"How to find, block or disable the AirTag nearyou",0.0,0.0,Neutral,Objective,Neutral and Objective
2385,"Security researcher who goes by the alias ""stacksmashing"" posted a YouTube video detailing how he was able to dump the firmware of an Apple AirTag and also inject a custom firmware that changed the AirTag's ""Lost Mode"" https://t.co/FvjSYiaoUF",0.0,0,"Security researcher who goes by the alias ""stacksmashing"" posted a YouTube video detailing how he was able to dump the firmware of an Apple AirTag and also inject a custom firmware that changed the AirTag's ""Lost Mode""",0.625,0.5,Positive,Subjective,Positive and Subjective
